rank,word,part_of_speech,meaning,sentence_example_polish,english_translation,source_reference
2647,kościół,,,,,https://en.wiktionary.org/wiki/ko%C5%9Bci%C3%B3%C5%82
2648,winien,adjective,indebted,,,https://en.wiktionary.org/wiki/winien
2649,wszedł,,,,,https://en.wiktionary.org/wiki/wszed%C5%82
2650,dziwka,noun,whore,,,https://en.wiktionary.org/wiki/dziwka
2651,oddychać,,,,,https://en.wiktionary.org/wiki/oddycha%C4%87
2652,służby,,,,,https://en.wiktionary.org/wiki/s%C5%82u%C5%BCby
2653,duszy,noun,,,,https://en.wiktionary.org/wiki/duszy
2654,zdarzyło,,,,,https://en.wiktionary.org/wiki/zdarzy%C5%82o
2655,zagrać,,,,,https://en.wiktionary.org/wiki/zagra%C4%87
2656,umrę,,,,,https://en.wiktionary.org/wiki/umr%C4%99
2657,Lisa,,,,,https://en.wiktionary.org/wiki/Lisa
2658,pełna,,,,,https://en.wiktionary.org/wiki/pe%C5%82na
2659,pokład,,,,,https://en.wiktionary.org/wiki/pok%C5%82ad
2660,szacunku,noun,,,,https://en.wiktionary.org/wiki/szacunku
2661,odbiło,,,,,https://en.wiktionary.org/wiki/odbi%C5%82o
2662,pozwolisz,verb,,,,https://en.wiktionary.org/wiki/pozwolisz
2663,klubie,noun,,,,https://en.wiktionary.org/wiki/klubie
2664,czytałem,,,,,https://en.wiktionary.org/wiki/czyta%C5%82em
2665,wiedziałaś,,,,,https://en.wiktionary.org/wiki/wiedzia%C5%82a%C5%9B
2666,rąk,,,,,https://en.wiktionary.org/wiki/r%C4%85k
2667,zasad,noun,,,,https://en.wiktionary.org/wiki/zasad
2668,zdjęć,,,,,https://en.wiktionary.org/wiki/zdj%C4%99%C4%87
2669,osobę,,,,,https://en.wiktionary.org/wiki/osob%C4%99
2670,małej,,,,,https://en.wiktionary.org/wiki/ma%C5%82ej
2671,zróbcie,,,,,https://en.wiktionary.org/wiki/zr%C3%B3bcie
2672,wróciłeś,,,,,https://en.wiktionary.org/wiki/wr%C3%B3ci%C5%82e%C5%9B
2673,dostałam,,,,,https://en.wiktionary.org/wiki/dosta%C5%82am
2674,wielkiej,adjective,,,,https://en.wiktionary.org/wiki/wielkiej
2675,kontynuować,,,,,https://en.wiktionary.org/wiki/kontynuowa%C4%87
2676,Ryan,,,,,https://en.wiktionary.org/wiki/Ryan
2677,oddychaj,verb,,,,https://en.wiktionary.org/wiki/oddychaj
2678,poczucie,noun,"sense, feeling",,,https://en.wiktionary.org/wiki/poczucie
2679,terry,,,,,https://en.wiktionary.org/wiki/terry
2680,idealnie,adverb,ideally,,,https://en.wiktionary.org/wiki/idealnie
2681,udawać,,,,,https://en.wiktionary.org/wiki/udawa%C4%87
2682,imienia,noun,,,,https://en.wiktionary.org/wiki/imienia
2683,zapytaj,verb,,,,https://en.wiktionary.org/wiki/zapytaj
2684,francji,,,,,https://en.wiktionary.org/wiki/francji
2685,udać,,,,,https://en.wiktionary.org/wiki/uda%C4%87
2686,kontrolować,,,,,https://en.wiktionary.org/wiki/kontrolowa%C4%87
2687,matko,noun,,,,https://en.wiktionary.org/wiki/matko
2688,pojadę,,,,,https://en.wiktionary.org/wiki/pojad%C4%99
2689,anna,,,,,https://en.wiktionary.org/wiki/anna
2690,zauważyłem,,,,,https://en.wiktionary.org/wiki/zauwa%C5%BCy%C5%82em
2691,boku,noun,,,,https://en.wiktionary.org/wiki/boku
2692,działania,,,,,https://en.wiktionary.org/wiki/dzia%C5%82ania
2693,uszy,noun,,,,https://en.wiktionary.org/wiki/uszy
2694,zdjąć,,,,,https://en.wiktionary.org/wiki/zdj%C4%85%C4%87
2695,cud,noun,miracle,,,https://en.wiktionary.org/wiki/cud
2696,wysoko,adverb,high,,,https://en.wiktionary.org/wiki/wysoko
2697,poszedłem,,,,,https://en.wiktionary.org/wiki/poszed%C5%82em
2698,movie,,,,,https://en.wiktionary.org/wiki/movie
2699,akt,noun,act,,,https://en.wiktionary.org/wiki/akt
2700,drużyna,,,,,https://en.wiktionary.org/wiki/dru%C5%BCyna
2701,pułkownik,,,,,https://en.wiktionary.org/wiki/pu%C5%82kownik
2702,jasno,adverb,"clearly, obviously",,,https://en.wiktionary.org/wiki/jasno
2703,park,noun,,,,https://en.wiktionary.org/wiki/park
2704,latać,,,,,https://en.wiktionary.org/wiki/lata%C4%87
2705,filmie,noun,,,,https://en.wiktionary.org/wiki/filmie
2706,wydawało,,,,,https://en.wiktionary.org/wiki/wydawa%C5%82o
2707,zachowanie,noun,behavior,,,https://en.wiktionary.org/wiki/zachowanie
2708,doszło,,,,,https://en.wiktionary.org/wiki/dosz%C5%82o
2709,okna,noun,,,,https://en.wiktionary.org/wiki/okna
2710,przyjaciółka,,,,,https://en.wiktionary.org/wiki/przyjaci%C3%B3%C5%82ka
2711,scott,,,,,https://en.wiktionary.org/wiki/scott
2712,strona,noun,side; face,,,https://en.wiktionary.org/wiki/strona
2713,impreza,noun,party,,,https://en.wiktionary.org/wiki/impreza
2714,suka,noun,bitch,,,https://en.wiktionary.org/wiki/suka
2715,ciśnienie,,,,,https://en.wiktionary.org/wiki/ci%C5%9Bnienie
2716,angielsku,adjective,,,,https://en.wiktionary.org/wiki/angielsku
2717,przypuszczam,verb,,,,https://en.wiktionary.org/wiki/przypuszczam
2718,posłuchajcie,,,,,https://en.wiktionary.org/wiki/pos%C5%82uchajcie
2719,uważnie,,,,,https://en.wiktionary.org/wiki/uwa%C5%BCnie
2720,kartę,,,,,https://en.wiktionary.org/wiki/kart%C4%99
2721,dupie,noun,,,,https://en.wiktionary.org/wiki/dupie
2722,dziewięć,,,,,https://en.wiktionary.org/wiki/dziewi%C4%99%C4%87
2723,kamień,,,,,https://en.wiktionary.org/wiki/kamie%C5%84
2724,ludzkie,adjective,,,,https://en.wiktionary.org/wiki/ludzkie
2725,upewnić,,,,,https://en.wiktionary.org/wiki/upewni%C4%87
2726,zapłacę,,,,,https://en.wiktionary.org/wiki/zap%C5%82ac%C4%99
2727,autobus,noun,bus,,,https://en.wiktionary.org/wiki/autobus
2728,tęsknię,,,,,https://en.wiktionary.org/wiki/t%C4%99skni%C4%99
2729,południu,,,,,https://en.wiktionary.org/wiki/po%C5%82udniu
2730,żonaty,,,,,https://en.wiktionary.org/wiki/%C5%BConaty
2731,rachunek,noun,"bill, check",,,https://en.wiktionary.org/wiki/rachunek
2732,próbowałam,,,,,https://en.wiktionary.org/wiki/pr%C3%B3bowa%C5%82am
2733,dajesz,verb,,,,https://en.wiktionary.org/wiki/dajesz
2734,wierz,verb,,,,https://en.wiktionary.org/wiki/wierz
2735,liceum,noun,lyceum,,,https://en.wiktionary.org/wiki/liceum
2736,wziąłem,,,,,https://en.wiktionary.org/wiki/wzi%C4%85%C5%82em
2737,złoto,,,,,https://en.wiktionary.org/wiki/z%C5%82oto
2738,odpowiedzieć,,,,,https://en.wiktionary.org/wiki/odpowiedzie%C4%87
2739,biorąc,,,,,https://en.wiktionary.org/wiki/bior%C4%85c
2740,stała,,,,,https://en.wiktionary.org/wiki/sta%C5%82a
2741,zabiła,,,,,https://en.wiktionary.org/wiki/zabi%C5%82a
2742,nadziei,noun,,,,https://en.wiktionary.org/wiki/nadziei
2743,ściany,,,,,https://en.wiktionary.org/wiki/%C5%9Bciany
2744,wykonać,,,,,https://en.wiktionary.org/wiki/wykona%C4%87
2745,oddam,verb,,,,https://en.wiktionary.org/wiki/oddam
2746,odpocząć,,,,,https://en.wiktionary.org/wiki/odpocz%C4%85%C4%87
2747,zło,,,,,https://en.wiktionary.org/wiki/z%C5%82o
2748,miej,verb,,,,https://en.wiktionary.org/wiki/miej
2749,mieszkaniu,noun,,,,https://en.wiktionary.org/wiki/mieszkaniu
2750,cofnij,verb,,,,https://en.wiktionary.org/wiki/cofnij
2751,profesor,noun,professor,,,https://en.wiktionary.org/wiki/profesor
2752,zrobienia,noun,,,,https://en.wiktionary.org/wiki/zrobienia
2753,ważny,,,,,https://en.wiktionary.org/wiki/wa%C5%BCny
2754,krwią,,,,,https://en.wiktionary.org/wiki/krwi%C4%85
2755,zeszłej,,,,,https://en.wiktionary.org/wiki/zesz%C5%82ej
2756,piekło,,,,,https://en.wiktionary.org/wiki/piek%C5%82o
2757,wakacje,noun,"summer school break in Poland, between late June and September 1",,,https://en.wiktionary.org/wiki/wakacje
2758,przedtem,adverb,"formerly, before",,,https://en.wiktionary.org/wiki/przedtem
2759,pozwólcie,,,,,https://en.wiktionary.org/wiki/pozw%C3%B3lcie
2760,pamiętać,,,,,https://en.wiktionary.org/wiki/pami%C4%99ta%C4%87
2761,oby,particle,"hopefully, if only, let, may, had better",,,https://en.wiktionary.org/wiki/oby
2762,ust,noun,,,,https://en.wiktionary.org/wiki/ust
2763,dzieła,,,,,https://en.wiktionary.org/wiki/dzie%C5%82a
2764,um,noun,"mind, reason",,,https://en.wiktionary.org/wiki/um
2765,wprost,adverb,"directly, direct",,,https://en.wiktionary.org/wiki/wprost
2766,pełni,,,,,https://en.wiktionary.org/wiki/pe%C5%82ni
2767,najgorsze,,,,,https://en.wiktionary.org/wiki/najgorsze
2768,tylu,pronoun,,,,https://en.wiktionary.org/wiki/tylu
2769,obecnie,adverb,currently,,,https://en.wiktionary.org/wiki/obecnie
2770,scenariusz,noun,"screenplay, script",,,https://en.wiktionary.org/wiki/scenariusz
2771,helen,,,,,https://en.wiktionary.org/wiki/helen
2772,misja,noun,mission,,,https://en.wiktionary.org/wiki/misja
2773,kłamiesz,,,,,https://en.wiktionary.org/wiki/k%C5%82amiesz
2774,pojawił,,,,,https://en.wiktionary.org/wiki/pojawi%C5%82
2775,grozi,verb,,,,https://en.wiktionary.org/wiki/grozi
2776,piekła,,,,,https://en.wiktionary.org/wiki/piek%C5%82a
2777,operacja,noun,operation,,,https://en.wiktionary.org/wiki/operacja
2778,wozu,noun,,,,https://en.wiktionary.org/wiki/wozu
2779,sąd,,,,,https://en.wiktionary.org/wiki/s%C4%85d
2780,chłopie,,,,,https://en.wiktionary.org/wiki/ch%C5%82opie
2781,byle,conjunction,"provided , as long as",,,https://en.wiktionary.org/wiki/byle
2782,hank,,,,,https://en.wiktionary.org/wiki/hank
2783,pośpiesz,,,,,https://en.wiktionary.org/wiki/po%C5%9Bpiesz
2784,karen,,,,,https://en.wiktionary.org/wiki/karen
2785,ciemności,,,,,https://en.wiktionary.org/wiki/ciemno%C5%9Bci
2786,okiem,noun,,,,https://en.wiktionary.org/wiki/okiem
2787,pozycji,noun,,,,https://en.wiktionary.org/wiki/pozycji
2788,przedstawienie,noun,exposition,,,https://en.wiktionary.org/wiki/przedstawienie
2789,zasada,noun,law; natural law,,,https://en.wiktionary.org/wiki/zasada
2790,chłopców,,,,,https://en.wiktionary.org/wiki/ch%C5%82opc%C3%B3w
2791,bomby,noun,,,,https://en.wiktionary.org/wiki/bomby
2792,żonie,,,,,https://en.wiktionary.org/wiki/%C5%BConie
2793,kluczyki,noun,,,,https://en.wiktionary.org/wiki/kluczyki
2794,klasie,noun,,,,https://en.wiktionary.org/wiki/klasie
2795,ostatniego,adjective,,,,https://en.wiktionary.org/wiki/ostatniego
2796,ed,,,,,https://en.wiktionary.org/wiki/ed
2797,prawdziwego,,,,,https://en.wiktionary.org/wiki/prawdziwego
2798,kochał,,,,,https://en.wiktionary.org/wiki/kocha%C5%82
2799,znają,,,,,https://en.wiktionary.org/wiki/znaj%C4%85
2800,mężczyznę,,,,,https://en.wiktionary.org/wiki/m%C4%99%C5%BCczyzn%C4%99
2801,mądry,,,,,https://en.wiktionary.org/wiki/m%C4%85dry
2802,grasz,verb,,,,https://en.wiktionary.org/wiki/grasz
2803,palców,,,,,https://en.wiktionary.org/wiki/palc%C3%B3w
2804,idiota,noun,idiot,,,https://en.wiktionary.org/wiki/idiota
2805,łóżko,,,,,https://en.wiktionary.org/wiki/%C5%82%C3%B3%C5%BCko
2806,wodą,,,,,https://en.wiktionary.org/wiki/wod%C4%85
2807,odciski,noun,,,,https://en.wiktionary.org/wiki/odciski
2808,mieszkać,,,,,https://en.wiktionary.org/wiki/mieszka%C4%87
2809,morderca,noun,murderer,,,https://en.wiktionary.org/wiki/morderca
2810,przypadkiem,adverb,by chance; accidentally,,,https://en.wiktionary.org/wiki/przypadkiem
2811,wolna,adjective,,,,https://en.wiktionary.org/wiki/wolna
2812,połowie,,,,,https://en.wiktionary.org/wiki/po%C5%82owie
2813,szkołę,,,,,https://en.wiktionary.org/wiki/szko%C5%82%C4%99
2814,wyłączyć,,,,,https://en.wiktionary.org/wiki/wy%C5%82%C4%85czy%C4%87
2815,prysznic,noun,"shower, shower bath",,,https://en.wiktionary.org/wiki/prysznic
2816,johna,,,,,https://en.wiktionary.org/wiki/johna
2817,pokonać,,,,,https://en.wiktionary.org/wiki/pokona%C4%87
2818,ramię,,,,,https://en.wiktionary.org/wiki/rami%C4%99
2819,mamusiu,noun,,,,https://en.wiktionary.org/wiki/mamusiu
2820,przyszłam,,,,,https://en.wiktionary.org/wiki/przysz%C5%82am
2821,słodkie,,,,,https://en.wiktionary.org/wiki/s%C5%82odkie
2822,kawałki,,,,,https://en.wiktionary.org/wiki/kawa%C5%82ki
2823,pańskiej,,,,,https://en.wiktionary.org/wiki/pa%C5%84skiej
2824,piwnicy,noun,,,,https://en.wiktionary.org/wiki/piwnicy
2825,wysłał,,,,,https://en.wiktionary.org/wiki/wys%C5%82a%C5%82
2826,zegarek,noun,,,,https://en.wiktionary.org/wiki/zegarek
2827,dookoła,,,,,https://en.wiktionary.org/wiki/dooko%C5%82a
2828,ciężki,,,,,https://en.wiktionary.org/wiki/ci%C4%99%C5%BCki
2829,polega,verb,,,,https://en.wiktionary.org/wiki/polega
2830,stopni,noun,,,,https://en.wiktionary.org/wiki/stopni
2831,samochodem,noun,,,,https://en.wiktionary.org/wiki/samochodem
2832,nazywał,,,,,https://en.wiktionary.org/wiki/nazywa%C5%82
2833,połączenie,,,,,https://en.wiktionary.org/wiki/po%C5%82%C4%85czenie
2834,plus,noun,", plus sign",,,https://en.wiktionary.org/wiki/plus
2835,zastanawiałem,,,,,https://en.wiktionary.org/wiki/zastanawia%C5%82em
2836,przerwy,noun,,,,https://en.wiktionary.org/wiki/przerwy
2837,prawdą,,,,,https://en.wiktionary.org/wiki/prawd%C4%85
2838,rada,noun,advice; tip,,,https://en.wiktionary.org/wiki/rada
2839,pyta,noun,lash,,,https://en.wiktionary.org/wiki/pyta
2840,postawić,,,,,https://en.wiktionary.org/wiki/postawi%C4%87
2841,ukradł,,,,,https://en.wiktionary.org/wiki/ukrad%C5%82
2842,urządzenie,,,,,https://en.wiktionary.org/wiki/urz%C4%85dzenie
2843,przystojny,adjective,handsome,,,https://en.wiktionary.org/wiki/przystojny
2844,agencie,,,,,https://en.wiktionary.org/wiki/agencie
2845,umrzesz,verb,,,,https://en.wiktionary.org/wiki/umrzesz
2846,siedział,,,,,https://en.wiktionary.org/wiki/siedzia%C5%82
2847,simon,,,,,https://en.wiktionary.org/wiki/simon
2848,własnych,,,,,https://en.wiktionary.org/wiki/w%C5%82asnych
2849,lotnisko,noun,airport,,,https://en.wiktionary.org/wiki/lotnisko
2850,phoebe,,,,,https://en.wiktionary.org/wiki/phoebe
2851,zapomniałeś,,,,,https://en.wiktionary.org/wiki/zapomnia%C5%82e%C5%9B
2852,kupił,,,,,https://en.wiktionary.org/wiki/kupi%C5%82
2853,punktu,noun,,,,https://en.wiktionary.org/wiki/punktu
2854,chwile,noun,,,,https://en.wiktionary.org/wiki/chwile
2855,zakupy,noun,,,,https://en.wiktionary.org/wiki/zakupy
2856,szukają,,,,,https://en.wiktionary.org/wiki/szukaj%C4%85
2857,okazało,,,,,https://en.wiktionary.org/wiki/okaza%C5%82o
2858,poniedziałek,,,,,https://en.wiktionary.org/wiki/poniedzia%C5%82ek
2859,palce,noun,,,,https://en.wiktionary.org/wiki/palce
2860,pojedziemy,verb,,,,https://en.wiktionary.org/wiki/pojedziemy
2861,ręką,,,,,https://en.wiktionary.org/wiki/r%C4%99k%C4%85
2862,adam,,,,,https://en.wiktionary.org/wiki/adam
2863,tajemnicy,noun,,,,https://en.wiktionary.org/wiki/tajemnicy
2864,poprostu,,,,,https://en.wiktionary.org/wiki/poprostu
2865,wstać,,,,,https://en.wiktionary.org/wiki/wsta%C4%87
2866,drzewo,noun,tree,,,https://en.wiktionary.org/wiki/drzewo
2867,odpowiedz,verb,,,,https://en.wiktionary.org/wiki/odpowiedz
2868,zmęczona,,,,,https://en.wiktionary.org/wiki/zm%C4%99czona
2869,skończyła,,,,,https://en.wiktionary.org/wiki/sko%C5%84czy%C5%82a
2870,szpital,noun,hospital,,,https://en.wiktionary.org/wiki/szpital
2871,wujku,noun,,,,https://en.wiktionary.org/wiki/wujku
2872,trakcie,noun,,,,https://en.wiktionary.org/wiki/trakcie
2873,zostawiłem,,,,,https://en.wiktionary.org/wiki/zostawi%C5%82em
2874,kosztuje,verb,,,,https://en.wiktionary.org/wiki/kosztuje
2875,okropnie,adverb,terribly,,,https://en.wiktionary.org/wiki/okropnie
2876,dają,,,,,https://en.wiktionary.org/wiki/daj%C4%85
2877,kolejna,adjective,,,,https://en.wiktionary.org/wiki/kolejna
2878,wychodzić,,,,,https://en.wiktionary.org/wiki/wychodzi%C4%87
2879,gazety,noun,,,,https://en.wiktionary.org/wiki/gazety
2880,okres,noun,,,,https://en.wiktionary.org/wiki/okres
2881,przyjdziesz,verb,,,,https://en.wiktionary.org/wiki/przyjdziesz
2882,miejsc,noun,,,,https://en.wiktionary.org/wiki/miejsc
2883,działają,,,,,https://en.wiktionary.org/wiki/dzia%C5%82aj%C4%85
2884,matce,noun,,,,https://en.wiktionary.org/wiki/matce
2885,bronić,,,,,https://en.wiktionary.org/wiki/broni%C4%87
2886,zjednoczonych,adjective,,,,https://en.wiktionary.org/wiki/zjednoczonych
2887,rzeczywistości,,,,,https://en.wiktionary.org/wiki/rzeczywisto%C5%9Bci
2888,wpadł,,,,,https://en.wiktionary.org/wiki/wpad%C5%82
2889,tańczyć,,,,,https://en.wiktionary.org/wiki/ta%C5%84czy%C4%87
2890,ameryce,,,,,https://en.wiktionary.org/wiki/ameryce
2891,goście,,,,,https://en.wiktionary.org/wiki/go%C5%9Bcie
2892,twarzą,,,,,https://en.wiktionary.org/wiki/twarz%C4%85
2893,uwolnić,,,,,https://en.wiktionary.org/wiki/uwolni%C4%87
2894,zacznę,,,,,https://en.wiktionary.org/wiki/zaczn%C4%99
2895,przerwę,,,,,https://en.wiktionary.org/wiki/przerw%C4%99
2896,ochrona,noun,protection,,,https://en.wiktionary.org/wiki/ochrona
2897,detektywie,noun,,,,https://en.wiktionary.org/wiki/detektywie
2898,komórki,,,,,https://en.wiktionary.org/wiki/kom%C3%B3rki
2899,zakończyć,,,,,https://en.wiktionary.org/wiki/zako%C5%84czy%C4%87
2900,prosił,,,,,https://en.wiktionary.org/wiki/prosi%C5%82
2901,litość,,,,,https://en.wiktionary.org/wiki/lito%C5%9B%C4%87
2902,niedawno,adverb,"recently, lately, newly, freshly",,,https://en.wiktionary.org/wiki/niedawno
2903,obrazy,noun,,,,https://en.wiktionary.org/wiki/obrazy
2904,alice,,,,,https://en.wiktionary.org/wiki/alice
2905,zabawny,adjective,"amusing, funny",,,https://en.wiktionary.org/wiki/zabawny
2906,ono,pronoun,it,,,https://en.wiktionary.org/wiki/ono
2907,pełen,,,,,https://en.wiktionary.org/wiki/pe%C5%82en
2908,gejem,noun,,,,https://en.wiktionary.org/wiki/gejem
2909,piosenkę,,,,,https://en.wiktionary.org/wiki/piosenk%C4%99
2910,zapomniałam,,,,,https://en.wiktionary.org/wiki/zapomnia%C5%82am
2911,rozmawiam,verb,,,,https://en.wiktionary.org/wiki/rozmawiam
2912,samochody,noun,,,,https://en.wiktionary.org/wiki/samochody
2913,wziąłeś,,,,,https://en.wiktionary.org/wiki/wzi%C4%85%C5%82e%C5%9B
2914,spotkaliśmy,,,,,https://en.wiktionary.org/wiki/spotkali%C5%9Bmy
2915,szacunkiem,noun,,,,https://en.wiktionary.org/wiki/szacunkiem
2916,większy,,,,,https://en.wiktionary.org/wiki/wi%C4%99kszy
2917,królowa,,,,,https://en.wiktionary.org/wiki/kr%C3%B3lowa
2918,próbuj,,,,,https://en.wiktionary.org/wiki/pr%C3%B3buj
2919,zdaniem,noun,,,,https://en.wiktionary.org/wiki/zdaniem
2920,łazienki,,,,,https://en.wiktionary.org/wiki/%C5%82azienki
2921,wpaść,,,,,https://en.wiktionary.org/wiki/wpa%C5%9B%C4%87
2922,taniec,noun,dance,,,https://en.wiktionary.org/wiki/taniec
2923,para,noun,steam,,,https://en.wiktionary.org/wiki/para
2924,czysta,noun,vodka,,,https://en.wiktionary.org/wiki/czysta
2925,używa,,,,,https://en.wiktionary.org/wiki/u%C5%BCywa
2926,szczery,adjective,"sincere, earnest",,,https://en.wiktionary.org/wiki/szczery
2927,siła,,,,,https://en.wiktionary.org/wiki/si%C5%82a
2928,herbaty,noun,,,,https://en.wiktionary.org/wiki/herbaty
2929,chciałabyś,,,,,https://en.wiktionary.org/wiki/chcia%C5%82aby%C5%9B
2930,czekałem,,,,,https://en.wiktionary.org/wiki/czeka%C5%82em
2931,dźwięk,,,,,https://en.wiktionary.org/wiki/d%C5%BAwi%C4%99k
2932,tamten,pronoun,"that, that one",,,https://en.wiktionary.org/wiki/tamten
2933,wspomnienia,noun,,,,https://en.wiktionary.org/wiki/wspomnienia
2934,odeszła,,,,,https://en.wiktionary.org/wiki/odesz%C5%82a
2935,położyć,,,,,https://en.wiktionary.org/wiki/po%C5%82o%C5%BCy%C4%87
2936,sześciu,,,,,https://en.wiktionary.org/wiki/sze%C5%9Bciu
2937,kłamstwo,,,,,https://en.wiktionary.org/wiki/k%C5%82amstwo
2938,dotyczy,verb,,,,https://en.wiktionary.org/wiki/dotyczy
2939,rusza,verb,,,,https://en.wiktionary.org/wiki/rusza
2940,leki,noun,,,,https://en.wiktionary.org/wiki/leki
2941,siedzisz,verb,,,,https://en.wiktionary.org/wiki/siedzisz
2942,nagrodę,,,,,https://en.wiktionary.org/wiki/nagrod%C4%99
2943,bar,noun,", public house",,,https://en.wiktionary.org/wiki/bar
2944,pracujemy,verb,,,,https://en.wiktionary.org/wiki/pracujemy
2945,operację,,,,,https://en.wiktionary.org/wiki/operacj%C4%99
2946,programu,noun,,,,https://en.wiktionary.org/wiki/programu
2947,żyjemy,,,,,https://en.wiktionary.org/wiki/%C5%BCyjemy
2948,wywiad,noun,interview,,,https://en.wiktionary.org/wiki/wywiad
2949,robin,,,,,https://en.wiktionary.org/wiki/robin
2950,jemu,pronoun,,,,https://en.wiktionary.org/wiki/jemu
2951,celi,noun,,,,https://en.wiktionary.org/wiki/celi
2952,wstyd,noun,shame,,,https://en.wiktionary.org/wiki/wstyd
2953,dawać,,,,,https://en.wiktionary.org/wiki/dawa%C4%87
2954,pilnuj,verb,,,,https://en.wiktionary.org/wiki/pilnuj
2955,swojemu,pronoun,,,,https://en.wiktionary.org/wiki/swojemu
2956,chłopakiem,,,,,https://en.wiktionary.org/wiki/ch%C5%82opakiem
2957,com,,,,,https://en.wiktionary.org/wiki/com
2958,palec,noun,digit; finger; toe,,,https://en.wiktionary.org/wiki/palec
2959,radzę,,,,,https://en.wiktionary.org/wiki/radz%C4%99
2960,muzeum,noun,museum,,,https://en.wiktionary.org/wiki/muzeum
2961,cierpię,,,,,https://en.wiktionary.org/wiki/cierpi%C4%99
2962,przyszło,,,,,https://en.wiktionary.org/wiki/przysz%C5%82o
2963,show,noun,,,,https://en.wiktionary.org/wiki/show
2964,zmarła,,,,,https://en.wiktionary.org/wiki/zmar%C5%82a
2965,walkę,,,,,https://en.wiktionary.org/wiki/walk%C4%99
2966,rządu,,,,,https://en.wiktionary.org/wiki/rz%C4%85du
2967,znieść,,,,,https://en.wiktionary.org/wiki/znie%C5%9B%C4%87
2968,aresztowany,noun,arrestee,,,https://en.wiktionary.org/wiki/aresztowany
2969,julie,,,,,https://en.wiktionary.org/wiki/julie
2970,przyjdź,,,,,https://en.wiktionary.org/wiki/przyjd%C5%BA
2971,ważnego,,,,,https://en.wiktionary.org/wiki/wa%C5%BCnego
